"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","rt","stimulus","response","task","correct_response","attempts","correct","value","timed_out","task_condition","scene","scene_type","scene_index","scene_sp","scene_col"
"","","","","","video-keyboard-response","681","1106450","0.0-6.0-3.43","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","4090","[""img/stimuli/trial/stim_4_goalpos_6_negative.mp4""]","f","response","f","","true","","false","no","stim_4_goalpos_6_negative.mp4","stim_4_goalpos_","6","","no"
"","","","","","html-keyboard-response","682","1107964","0.0-6.0-4.43","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","683","1108569","0.0-6.0-0.44","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","604","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","684","1109333","0.0-6.0-1.44","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","685","1109334","0.0-6.0-2.44","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","686","1110654","0.0-6.0-3.44","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1319","[""img/stimuli/trial/stim_6_goalpos_6.mp4""]","j","response","j","","true","","false","yes","stim_6_goalpos_6.mp4","stim_6_goalpos_","6","","yes"
"","","","","","html-keyboard-response","687","1112162","0.0-6.0-4.44","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","688","1112882","0.0-6.0-0.45","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","719","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","689","1113884","0.0-6.0-1.45","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","690","1113884","0.0-6.0-2.45","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","691","1115921","0.0-6.0-3.45","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","2036","[""img/stimuli/trial/stim_4_goalpos_13.mp4""]","f","response","j","","false","","false","yes","stim_4_goalpos_13.mp4","stim_4_goalpos_","13","","yes"
"","","","","","html-keyboard-response","692","1117437","0.0-6.0-4.45","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","693","1117880","0.0-6.0-0.46","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","442","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","694","1118884","0.0-6.0-1.46","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","695","1118885","0.0-6.0-2.46","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","696","1119971","0.0-6.0-3.46","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1085","[""img/stimuli/trial/stim_2_goalpos_12.mp4""]","f","response","j","","false","","false","yes","stim_2_goalpos_12.mp4","stim_2_goalpos_","12","","yes"
"","","","","","html-keyboard-response","697","1121491","0.0-6.0-4.46","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","698","1125782","0.0-6.0-0.47","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","4291","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","699","1126784","0.0-6.0-1.47","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","700","1126784","0.0-6.0-2.47","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","701","1131800","0.0-6.0-3.47","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","5000","[""img/stimuli/trial/stim_4_goalpos_12.mp4""]","","response","j","","false","","true","yes","stim_4_goalpos_12.mp4","stim_4_goalpos_","12","","yes"
"","","","","","html-keyboard-response","702","1133309","0.0-6.0-4.47","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","703","1133824","0.0-6.0-0.48","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","520","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","704","1134078","0.0-6.0-1.48","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","705","1134078","0.0-6.0-2.48","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","706","1138948","0.0-6.0-3.48","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","4869","[""img/stimuli/trial/stim_6_goalpos_5.mp4""]","j","response","j","","true","","false","yes","stim_6_goalpos_5.mp4","stim_6_goalpos_","5","","yes"
"","","","","","html-keyboard-response","707","1140463","0.0-6.0-4.48","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","708","1141079","0.0-6.0-0.49","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","615","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","709","1141832","0.0-6.0-1.49","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","710","1141832","0.0-6.0-2.49","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","711","1143654","0.0-6.0-3.49","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1820","[""img/stimuli/trial/stim_6_goalpos_2.mp4""]","j","response","j","","true","","false","yes","stim_6_goalpos_2.mp4","stim_6_goalpos_","2","","yes"
"","","","","","html-keyboard-response","712","1145155","0.0-6.0-4.49","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","713","1145717","0.0-6.0-0.50","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","562","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","714","1146476","0.0-6.0-1.50","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","715","1146476","0.0-6.0-2.50","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","716","1149942","0.0-6.0-3.50","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","3464","[""img/stimuli/trial/stim_4_goalpos_7_negative.mp4""]","j","response","f","","false","","false","no","stim_4_goalpos_7_negative.mp4","stim_4_goalpos_","7","","no"
"","","","","","html-keyboard-response","717","1151444","0.0-6.0-4.50","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","718","1152465","0.0-6.0-0.51","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1020","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","719","1152729","0.0-6.0-1.51","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","720","1152729","0.0-6.0-2.51","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","721","1154150","0.0-6.0-3.51","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1419","[""img/stimuli/trial/stim_2_goalpos_7_negative.mp4""]","j","response","f","","false","","false","no","stim_2_goalpos_7_negative.mp4","stim_2_goalpos_","7","","no"
"","","","","","html-keyboard-response","722","1155656","0.0-6.0-4.51","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","723","1160353","0.0-6.0-0.52","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","4697","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","724","1160866","0.0-6.0-1.52","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","725","1160866","0.0-6.0-2.52","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","726","1162202","0.0-6.0-3.52","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1334","[""img/stimuli/trial/stim_4_goalpos_1.mp4""]","j","response","j","","true","","false","yes","stim_4_goalpos_1.mp4","stim_4_goalpos_","1","","yes"
"","","","","","html-keyboard-response","727","1163711","0.0-6.0-4.52","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","728","1164217","0.0-6.0-0.53","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","505","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","729","1165225","0.0-6.0-1.53","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","730","1165225","0.0-6.0-2.53","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","731","1166990","0.0-6.0-3.53","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1731","[""img/stimuli/trial/stim_6_goalpos_13_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_13_negative.mp4","stim_6_goalpos_","13","","no"
"","","","","","html-keyboard-response","732","1168503","0.0-6.0-4.53","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","733","1169270","0.0-6.0-0.54","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","767","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","734","1169777","0.0-6.0-1.54","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","735","1169778","0.0-6.0-2.54","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","736","1171571","0.0-6.0-3.54","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1792","[""img/stimuli/trial/stim_2_goalpos_3_negative.mp4""]","f","response","f","","true","","false","no","stim_2_goalpos_3_negative.mp4","stim_2_goalpos_","3","","no"
"","","","","","html-keyboard-response","737","1173085","0.0-6.0-4.54","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","738","1173676","0.0-6.0-0.55","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","591","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","739","1174437","0.0-6.0-1.55","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","740","1174438","0.0-6.0-2.55","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","741","1175472","0.0-6.0-3.55","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1033","[""img/stimuli/trial/stim_2_goalpos_3.mp4""]","f","response","j","","false","","false","yes","stim_2_goalpos_3.mp4","stim_2_goalpos_","3","","yes"
"","","","","","html-keyboard-response","742","1176976","0.0-6.0-4.55","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","743","1177670","0.0-6.0-0.56","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","694","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","744","1178422","0.0-6.0-1.56","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","745","1178423","0.0-6.0-2.56","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","746","1180602","0.0-6.0-3.56","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","2178","[""img/stimuli/trial/stim_4_goalpos_4.mp4""]","f","response","j","","false","","false","yes","stim_4_goalpos_4.mp4","stim_4_goalpos_","4","","yes"
"","","","","","html-keyboard-response","747","1182104","0.0-6.0-4.56","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","748","1183023","0.0-6.0-0.57","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","919","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","749","1183534","0.0-6.0-1.57","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","750","1183535","0.0-6.0-2.57","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","751","1187376","0.0-6.0-3.57","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","3840","[""img/stimuli/trial/stim_2_goalpos_14.mp4""]","j","response","j","","true","","false","yes","stim_2_goalpos_14.mp4","stim_2_goalpos_","14","","yes"
"","","","","","html-keyboard-response","752","1188879","0.0-6.0-4.57","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","753","1189517","0.0-6.0-0.58","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","637","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","754","1190519","0.0-6.0-1.58","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","755","1190519","0.0-6.0-2.58","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","756","1191430","0.0-6.0-3.58","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","909","[""img/stimuli/trial/stim_6_goalpos_8_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_8_negative.mp4","stim_6_goalpos_","8","","no"
"","","","","","html-keyboard-response","757","1192948","0.0-6.0-4.58","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","758","1194401","0.0-6.0-0.59","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1460","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","759","1195418","0.0-6.0-1.59","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","760","1195418","0.0-6.0-2.59","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","761","1200433","0.0-6.0-3.59","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","5000","[""img/stimuli/trial/stim_6_goalpos_12.mp4""]","","response","j","","false","","true","yes","stim_6_goalpos_12.mp4","stim_6_goalpos_","12","","yes"
"","","","","","html-keyboard-response","762","1201943","0.0-6.0-4.59","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","763","1203358","0.0-6.0-0.60","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1414","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","764","1204374","0.0-6.0-1.60","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","765","1204374","0.0-6.0-2.60","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","766","1205862","0.0-6.0-3.60","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1486","[""img/stimuli/trial/stim_6_goalpos_11_negative.mp4""]","f","response","f","","true","","false","no","stim_6_goalpos_11_negative.mp4","stim_6_goalpos_","11","","no"
"","","","","","html-keyboard-response","767","1207364","0.0-6.0-4.60","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","768","1219242","0.0-6.0-0.61","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","11878","
            <div style=""font-size:30px;"">
                <p>In the next scene: Will the ball reach the goal?</p>
                <p> F: no, J: yes</p>
                <p>(Press spacebar to begin)</p>
            </div>
            "," ","prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","769","1219749","0.0-6.0-1.61","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","call-function","770","1219750","0.0-6.0-2.61","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","","","","","","","","","","","","","","",""
"","","","","","video-keyboard-response","771","1222957","0.0-6.0-3.61","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","3207","[""img/stimuli/trial/stim_4_goalpos_9_negative.mp4""]","f","response","f","","true","","false","no","stim_4_goalpos_9_negative.mp4","stim_4_goalpos_","9","","no"
